journal	ISSN	eISSN	publisher	language_1	language_2	language_3	language_4	language_5	language_6	language_7	language_8	language_9	language_10	language_11	language_12	category_1	category_2	category_3	category_4	category_5	category_6	Index
AMERICAN_JOURNAL_OF_FAMILY_THERAPY	0192-6187	1521-0383	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Clinical"	FamilyStudies	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_GERIATRIC_PSYCHIATRY	1064-7481	1545-7214	ELSEVIER_SCIENCE_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychiatry	Gerontology	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_HEALTH_BEHAVIOR	1945-7359	1945-7359	PNG_PUBLICATIONS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	NA	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_HEALTH_ECONOMICS	2332-3493	2332-3507	UNIV_CHICAGO_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Economics	HealthPolicy&Services	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_HEALTH_PROMOTION	0890-1171	2168-6602	SAGE_PUBLICATIONS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	NA	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_HUMAN_BIOLOGY	1042-0533	1520-6300	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anthropology	NA	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_INTERNATIONAL_LAW	0002-9300	2161-7953	CAMBRIDGE_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	InternationalRelations	Law	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_LAW_&_MEDICINE	0098-8588	2375-835X	CAMBRIDGE_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Law	NA	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_MANAGED_CARE	1088-0224	1936-2692	MANAGED_CARE_&_HEALTHCARE_COMMUNICATIONS_LLC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HealthPolicy&Services	NA	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_MENS_HEALTH	1557-9883	1557-9891	SAGE_PUBLICATIONS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	NA	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_NURSING	0002-936X	1538-7488	LIPPINCOTT_WILLIAMS_&_WILKINS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nursing	NA	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_OCCUPATIONAL_THERAPY	0272-9490	1943-7676	"AMER_OCCUPATIONAL_THERAPY_ASSOC,_INC"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rehabilitation	NA	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_ORTHOPSYCHIATRY	0002-9432	1939-0025	EDUCATIONAL_PUBLISHING_FOUNDATION-AMERICAN_PSYCHOLOGICAL_ASSOC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SocialWork	NA	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_POLITICAL_SCIENCE	0092-5853	1540-5907	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PoliticalScience	NA	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_PREVENTIVE_MEDICINE	0749-3797	1873-2607	ELSEVIER_SCIENCE_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	NA	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_PSYCHIATRY	0002-953X	1535-7228	"AMER_PSYCHIATRIC_PUBLISHING,_INC"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychiatry	NA	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_PSYCHOLOGY	0002-9556	1939-8298	UNIV_ILLINOIS_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Multidisciplinary"	NA	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_PUBLIC_HEALTH	0090-0036	1541-0048	AMER_PUBLIC_HEALTH_ASSOC_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	NA	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_SOCIOLOGY	0002-9602	1537-5390	UNIV_CHICAGO_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sociology	NA	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_OF_SPEECH-LANGUAGE_PATHOLOGY	1058-0360	1558-9110	AMER_SPEECH-LANGUAGE-HEARING_ASSOC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rehabilitation	Linguistics	NA	NA	NA	NA	SSCI
AMERICAN_JOURNAL_ON_ADDICTIONS	1055-0496	1521-0391	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SubstanceAbuse	NA	NA	NA	NA	NA	SSCI
AMERICAN_LAW_AND_ECONOMICS_REVIEW	1465-7252	1465-7260	OXFORD_UNIV_PRESS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Economics	Law	NA	NA	NA	NA	SSCI
AMERICAN_POLITICAL_SCIENCE_REVIEW	0003-0554	1537-5943	CAMBRIDGE_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PoliticalScience	NA	NA	NA	NA	NA	SSCI
AMERICAN_POLITICS_RESEARCH	1532-673X	1552-3373	SAGE_PUBLICATIONS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PoliticalScience	NA	NA	NA	NA	NA	SSCI
AMERICAN_PSYCHOLOGIST	0003-066X	1935-990X	AMER_PSYCHOLOGICAL_ASSOC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Multidisciplinary"	NA	NA	NA	NA	NA	SSCI
AMERICAN_REVIEW_OF_PUBLIC_ADMINISTRATION	0275-0740	1552-3357	SAGE_PUBLICATIONS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PublicAdministration	NA	NA	NA	NA	NA	SSCI
AMERICAN_SOCIOLOGICAL_REVIEW	0003-1224	1939-8271	SAGE_PUBLICATIONS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sociology	NA	NA	NA	NA	NA	SSCI
AMERICAN_SPEECH	0003-1283	1527-2133	DUKE_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Linguistics	NA	NA	NA	NA	NA	SSCI
AMERICAS	0003-1615	1533-6247	CAMBRIDGE_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	History	NA	NA	NA	NA	NA	SSCI
AMFITEATRU_ECONOMIC	1582-9146	2247-9104	EDITURA_ASE	Rumanian	English	Romanian	NA	NA	NA	NA	NA	NA	NA	NA	NA	Business	Economics	Management	NA	NA	NA	SSCI
AMME_IDARESI_DERGISI	1300-1795	1300-1795	ANKARA_HACI_BAYRAM_VELI_UNIV	Turkish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PublicAdministration	NA	NA	NA	NA	NA	SSCI
ANALES_DEL_SISTEMA_SANITARIO_DE_NAVARRA	1137-6627	2340-3527	GOBIERNO_DE_NAVARRA	Spanish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	NA	NA	NA	NA	NA	SSCI
ANALES_DE_PSICOLOGIA	0212-9728	1695-2294	UNIV_MURCIA	Spanish	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Multidisciplinary"	NA	NA	NA	NA	NA	SSCI
ANALYSES_OF_SOCIAL_ISSUES_AND_PUBLIC_POLICY	1529-7489	1530-2415	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SocialIssues	"Psychology,Social"	NA	NA	NA	NA	SSCI
ANALYTIC_METHODS_IN_ACCIDENT_RESEARCH	2213-6657	2213-6665	ELSEVIER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	Transportation	NA	NA	NA	NA	SSCI
ANDAMIOS	1870-0063	2594-1917	UNIV_AUTONOMA_CIUDAD_MEXICO	Spanish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SocialSciences,Interdisciplinary"	NA	NA	NA	NA	NA	SSCI
ANNALS_OF_BEHAVIORAL_MEDICINE	0883-6612	1532-4796	OXFORD_UNIV_PRESS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Multidisciplinary"	NA	NA	NA	NA	NA	SSCI
ANNALS_OF_CLINICAL_PSYCHIATRY	1040-1237	1547-3325	QUADRANT_HEALTHCOM_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychiatry	NA	NA	NA	NA	NA	SSCI
ANNALS_OF_DYSLEXIA	0736-9387	1934-7243	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Education,Special"	Rehabilitation	NA	NA	NA	NA	SSCI
ANNALS_OF_ECONOMICS_AND_FINANCE	1529-7373	1529-7373	WUHAN_UNIV_JOURNALS_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Economics	NA	NA	NA	NA	NA	SSCI
ANNALS_OF_GENERAL_PSYCHIATRY	NA	1744-859X	BMC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychiatry	NA	NA	NA	NA	NA	SSCI
ANNALS_OF_HUMAN_BIOLOGY	0301-4460	1464-5033	TAYLOR_&_FRANCIS_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	Anthropology	NA	NA	NA	NA	SSCI
ANNALS_OF_PUBLIC_AND_COOPERATIVE_ECONOMICS	1370-4788	1467-8292	WILEY	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Economics	NA	NA	NA	NA	NA	SSCI
ANNALS_OF_REGIONAL_SCIENCE	0570-1864	1432-0592	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Economics	EnvironmentalStudies	Geography	Regional&UrbanPlanning	NA	NA	SSCI
ANNALS_OF_SCIENCE	0003-3790	1464-505X	TAYLOR_&_FRANCIS_LTD	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	History&PhilosophyOfScience	NA	NA	NA	NA	NA	SSCI
ANNALS_OF_THE_AMERICAN_ACADEMY_OF_POLITICAL_AND_SOCIAL_SCIENCE	0002-7162	1552-3349	SAGE_PUBLICATIONS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PoliticalScience	"SocialSciences,Interdisciplinary"	NA	NA	NA	NA	SSCI
ANNALS_OF_THE_AMERICAN_ASSOCIATION_OF_GEOGRAPHERS	2469-4452	2469-4460	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geography	NA	NA	NA	NA	NA	SSCI
ANNALS_OF_TOURISM_RESEARCH	0160-7383	1873-7722	PERGAMON-ELSEVIER_SCIENCE_LTD	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Hospitality,Leisure,Sport&Tourism"	Sociology	NA	NA	NA	NA	SSCI
ANNEE_PSYCHOLOGIQUE	0003-5033	1955-2580	PRESSES_UNIV_FRANCE	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Multidisciplinary"	NA	NA	NA	NA	NA	SSCI
ANNUAL_REVIEW_OF_ANTHROPOLOGY	0084-6570	1545-4290	ANNUAL_REVIEWS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anthropology	NA	NA	NA	NA	NA	SSCI
ANNUAL_REVIEW_OF_APPLIED_LINGUISTICS	0267-1905	1471-6356	CAMBRIDGE_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Linguistics	NA	NA	NA	NA	NA	SSCI
ANNUAL_REVIEW_OF_CLINICAL_PSYCHOLOGY	1548-5943	1548-5951	ANNUAL_REVIEWS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Clinical"	NA	NA	NA	NA	NA	SSCI
ANNUAL_REVIEW_OF_CRIMINOLOGY	2572-4568	2572-4568	ANNUAL_REVIEWS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Criminology&Penology	NA	NA	NA	NA	NA	SSCI
ANNUAL_REVIEW_OF_ECONOMICS	1941-1383	1941-1391	ANNUAL_REVIEWS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Economics	NA	NA	NA	NA	NA	SSCI
ANNUAL_REVIEW_OF_ENVIRONMENT_AND_RESOURCES	1543-5938	1545-2050	ANNUAL_REVIEWS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EnvironmentalStudies	NA	NA	NA	NA	NA	SSCI
ANNUAL_REVIEW_OF_FINANCIAL_ECONOMICS	1941-1367	1941-1375	ANNUAL_REVIEWS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Business,Finance"	Economics	NA	NA	NA	NA	SSCI
ANNUAL_REVIEW_OF_LAW_AND_SOCIAL_SCIENCE	1550-3585	1550-3631	ANNUAL_REVIEWS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Law	Sociology	NA	NA	NA	NA	SSCI
ANNUAL_REVIEW_OF_LINGUISTICS	2333-9691	2333-9691	ANNUAL_REVIEWS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Linguistics	NA	NA	NA	NA	NA	SSCI
ANNUAL_REVIEW_OF_ORGANIZATIONAL_PSYCHOLOGY_AND_ORGANIZATIONAL_BEHAVIOR	2327-0608	2327-0616	ANNUAL_REVIEWS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Applied"	Management	NA	NA	NA	NA	SSCI
ANNUAL_REVIEW_OF_POLITICAL_SCIENCE	1094-2939	1545-1577	ANNUAL_REVIEWS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PoliticalScience	NA	NA	NA	NA	NA	SSCI
ANNUAL_REVIEW_OF_PSYCHOLOGY	0066-4308	1545-2085	ANNUAL_REVIEWS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Multidisciplinary"	NA	NA	NA	NA	NA	SSCI
ANNUAL_REVIEW_OF_PUBLIC_HEALTH	0163-7525	1545-2093	ANNUAL_REVIEWS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	NA	NA	NA	NA	NA	SSCI
ANNUAL_REVIEW_OF_RESOURCE_ECONOMICS	1941-1340	1941-1359	ANNUAL_REVIEWS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Economics	EnvironmentalStudies	NA	NA	NA	NA	SSCI
ANNUAL_REVIEW_OF_SOCIOLOGY	0360-0572	1545-2115	ANNUAL_REVIEWS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sociology	NA	NA	NA	NA	NA	SSCI
ANTHROPOCENE_REVIEW	2053-0196	2053-020X	SAGE_PUBLICATIONS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EnvironmentalStudies	NA	NA	NA	NA	NA	SSCI
ANTHROPOLOGICAL_FORUM	0066-4677	1469-2902	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anthropology	NA	NA	NA	NA	NA	SSCI
ANTHROPOLOGICAL_NOTEBOOKS	1408-032X	NA	SLOVENE_ANTHROPOLOGICAL_SOC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anthropology	NA	NA	NA	NA	NA	SSCI
ANTHROPOLOGICAL_QUARTERLY	0003-5491	1534-1518	GEORGE_WASHINGTON_UNIV_INST_ETHNOGRAPHIC_RESEARCH	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anthropology	NA	NA	NA	NA	NA	SSCI
ANTHROPOLOGICAL_THEORY	1463-4996	1741-2641	SAGE_PUBLICATIONS_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anthropology	NA	NA	NA	NA	NA	SSCI
ANTHROPOLOGIE	0003-5521	1873-5827	ELSEVIER_FRANCE-EDITIONS_SCIENTIFIQUES_MEDICALES_ELSEVIER	French	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anthropology	NA	NA	NA	NA	NA	SSCI
ANTHROPOLOGISCHER_ANZEIGER	0003-5548	0003-5548	E_SCHWEIZERBARTSCHE_VERLAGSBUCHHANDLUNG	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anthropology	NA	NA	NA	NA	NA	SSCI
ANTHROPOLOGY_&_EDUCATION_QUARTERLY	0161-7761	1548-1492	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anthropology	Education&EducationalResearch	NA	NA	NA	NA	SSCI
ANTHROPOLOGY_&_MEDICINE	1364-8470	1469-2910	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anthropology	"Public,Environmental&OccupationalHealth"	"SocialSciences,Biomedical"	NA	NA	NA	SSCI
ANTHROPOLOGY_SOUTHERN_AFRICA	2332-3256	2332-3264	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anthropology	NA	NA	NA	NA	NA	SSCI
ANTHROPOS	0257-9774	NA	NOMOS_VERLAGSGESELLSCHAFT_MBH_&_CO_KG	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anthropology	NA	NA	NA	NA	NA	SSCI
ANTHROPOZOOLOGICA	0761-3032	2107-0881	"PUBLICATIONS_SCIENTIFIQUES_DU_MUSEUM,_PARIS"	French	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anthropology	NA	NA	NA	NA	NA	SSCI
ANTHROZOOS	0892-7936	1753-0377	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sociology	NA	NA	NA	NA	NA	SSCI
ANTIPODE	0066-4812	1467-8330	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geography	NA	NA	NA	NA	NA	SSCI
ANTIQUITY	0003-598X	1745-1744	CAMBRIDGE_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anthropology	NA	NA	NA	NA	NA	SSCI
ANUARIO_DE_PSICOLOGIA_JURIDICA	1133-0740	2174-0542	COLEGIO_OFICIAL_PSICOLOGOS_MADRID	Spanish	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Law	"Psychology,Multidisciplinary"	NA	NA	NA	NA	SSCI
ANXIETY_STRESS_AND_COPING	1061-5806	1477-2205	TAYLOR_&_FRANCIS_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychiatry	"Psychology,Multidisciplinary"	NA	NA	NA	NA	SSCI
AORN_JOURNAL	0001-2092	1878-0369	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nursing	NA	NA	NA	NA	NA	SSCI
APHASIOLOGY	0268-7038	1464-5041	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rehabilitation	Linguistics	NA	NA	NA	NA	SSCI
APPLIED_COGNITIVE_PSYCHOLOGY	0888-4080	1099-0720	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Experimental"	NA	NA	NA	NA	NA	SSCI
APPLIED_DEVELOPMENTAL_SCIENCE	1088-8691	1532-480X	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Development"	NA	NA	NA	NA	NA	SSCI
APPLIED_ECONOMIC_ANALYSIS	NA	2632-7627	EMERALD_GROUP_PUBLISHING_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Economics	NA	NA	NA	NA	NA	SSCI
APPLIED_ECONOMIC_PERSPECTIVES_AND_POLICY	2040-5790	2040-5804	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Economics	NA	NA	NA	NA	NA	SSCI
APPLIED_ECONOMICS	0003-6846	1466-4283	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Economics	NA	NA	NA	NA	NA	SSCI
APPLIED_ECONOMICS_LETTERS	1350-4851	1466-4291	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Economics	NA	NA	NA	NA	NA	SSCI
APPLIED_ERGONOMICS	0003-6870	1872-9126	ELSEVIER_SCI_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ergonomics	"Psychology,Applied"	NA	NA	NA	NA	SSCI
APPLIED_GEOGRAPHY	0143-6228	1873-7730	ELSEVIER_SCI_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geography	NA	NA	NA	NA	NA	SSCI
APPLIED_HEALTH_ECONOMICS_AND_HEALTH_POLICY	1175-5652	1179-1896	SPRINGER_INT_PUBL_AG	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Economics	HealthPolicy&Services	NA	NA	NA	NA	SSCI
APPLIED_LINGUISTICS	0142-6001	1477-450X	OXFORD_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Linguistics	NA	NA	NA	NA	NA	SSCI
APPLIED_LINGUISTICS_REVIEW	1868-6303	1868-6311	WALTER_DE_GRUYTER_GMBH	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Linguistics	NA	NA	NA	NA	NA	SSCI
APPLIED_MEASUREMENT_IN_EDUCATION	0895-7347	1532-4818	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Education&EducationalResearch	"Psychology,Educational"	"Psychology,Mathematical"	NA	NA	NA	SSCI
APPLIED_NURSING_RESEARCH	0897-1897	1532-8201	W_B_SAUNDERS_CO-ELSEVIER_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nursing	NA	NA	NA	NA	NA	SSCI
APPLIED_PSYCHOLINGUISTICS	0142-7164	1469-1817	CAMBRIDGE_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Linguistics	"Psychology,Experimental"	NA	NA	NA	NA	SSCI
APPLIED_PSYCHOLOGICAL_MEASUREMENT	0146-6216	1552-3497	SAGE_PUBLICATIONS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SocialSciences,MathematicalMethods"	"Psychology,Mathematical"	NA	NA	NA	NA	SSCI
APPLIED_PSYCHOLOGY-AN_INTERNATIONAL_REVIEW-PSYCHOLOGIE_APPLIQUEE-REVUE_INTERNATIONALE	0269-994X	1464-0597	WILEY	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Applied"	NA	NA	NA	NA	NA	SSCI
APPLIED_PSYCHOLOGY-HEALTH_AND_WELL_BEING	1758-0846	1758-0854	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Applied"	NA	NA	NA	NA	NA	SSCI
APPLIED_PSYCHOPHYSIOLOGY_AND_BIOFEEDBACK	1090-0586	1573-3270	SPRINGER/PLENUM_PUBLISHERS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Clinical"	NA	NA	NA	NA	NA	SSCI
APPLIED_RESEARCH_IN_QUALITY_OF_LIFE	1871-2584	1871-2576	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SocialSciences,Interdisciplinary"	NA	NA	NA	NA	NA	SSCI
APPLIED_SPATIAL_ANALYSIS_AND_POLICY	1874-463X	1874-4621	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EnvironmentalStudies	Geography	Regional&UrbanPlanning	NA	NA	NA	SSCI
ARCHAEOLOGICAL_AND_ANTHROPOLOGICAL_SCIENCES	1866-9557	1866-9565	SPRINGER_HEIDELBERG	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anthropology	NA	NA	NA	NA	NA	SSCI
ARCHAEOLOGY_IN_OCEANIA	0728-4896	1834-4453	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anthropology	NA	NA	NA	NA	NA	SSCI
ARCHIVE_FOR_THE_PSYCHOLOGY_OF_RELIGION-ARCHIV_FUR_RELIGIONSPSYCHOLOGIE	0084-6724	1573-6121	SAGE_PUBLICATIONS_LTD	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Multidisciplinary"	NA	NA	NA	NA	NA	SSCI
ARCHIVES_EUROPEENNES_DE_SOCIOLOGIE	0003-9756	1474-0583	CAMBRIDGE_UNIV_PRESS	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sociology	NA	NA	NA	NA	NA	SSCI
ARCHIVES_OF_CLINICAL_NEUROPSYCHOLOGY	0887-6177	1873-5843	OXFORD_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Clinical"	NA	NA	NA	NA	NA	SSCI
ARCHIVES_OF_NATURAL_HISTORY	0260-9541	1755-6260	EDINBURGH_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	History&PhilosophyOfScience	NA	NA	NA	NA	NA	SSCI
ARCHIVES_OF_PSYCHIATRIC_NURSING	0883-9417	1532-8228	W_B_SAUNDERS_CO-ELSEVIER_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nursing	Psychiatry	NA	NA	NA	NA	SSCI
ARCHIVES_OF_PUBLIC_HEALTH	0778-7367	2049-3258	BMC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	NA	NA	NA	NA	NA	SSCI
