journal	ISSN	eISSN	publisher	language_1	language_2	language_3	language_4	language_5	language_6	language_7	language_8	language_9	language_10	language_11	language_12	category_1	category_2	category_3	category_4	category_5	category_6	Index
ROMANIAN_JOURNAL_OF_INTERNAL_MEDICINE	1582-3296	2501-062X	SCIENDO	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Medicine,General&Internal"	NA	NA	NA	NA	NA	ESCI
ROMANIAN_JOURNAL_OF_MILITARY_MEDICINE	1222-5126	2501-2312	CAROL_DAVILA_UNIV_MEDICINE_&_PHARMACY_PUBL	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Medicine,General&Internal"	NA	NA	NA	NA	NA	ESCI
ROMANIAN_JOURNAL_OF_ORAL_REHABILITATION	NA	2066-7000	ROMANIAN_SOC_ORAL_REHABILITATION_ASSOC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Dentistry,OralSurgery&Medicine"	NA	NA	NA	NA	NA	ESCI
ROMANIAN_JOURNAL_OF_TRANSPORT_INFRASTRUCTURE	2286-2218	2286-2218	SCIENDO	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Engineering,Civil"	NA	NA	NA	NA	NA	ESCI
ROMANIAN_STATISTICAL_REVIEW	1018-046X	1844-7694	NATL_INST_STATISTICS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SocialSciences,MathematicalMethods"	NA	NA	NA	NA	NA	ESCI
ROMANICA_OLOMUCENSIA	1803-4136	2571-0966	"PALACKY_UNIV,_DEPT_ROMANCE_PHILOSOPHICAL_FAC"	Catalan	French	Galician	Italian	Portuguese	Spanish	NA	NA	NA	NA	NA	NA	"Literature,Romance"	NA	NA	NA	NA	NA	ESCI
ROMANIC_REVIEW	0035-8118	2688-5220	DUKE_UNIV_PRESS	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Literature,Romance"	NA	NA	NA	NA	NA	ESCI
ROMISCHE_QUARTALSCHRIFT_FUR_CHRISTLICHE_ALTERTUMSKUNDE_UND_KIRCHENGESCHICHTE	0035-7812	0035-7812	VERLAG_HERDER_GMBH	German	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Religion	NA	NA	NA	NA	NA	ESCI
RORSCHACHIANA	1192-5604	2151-206X	HOGREFE_&_HUBER_PUBLISHERS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Clinical"	NA	NA	NA	NA	NA	ESCI
ROSA_DOS_VENTOS-TURISMO_E_HOSPITALIDADE	2178-9061	2178-9061	"UNIV_CAXIAS_SUL,_PROGRAMA_POS-GRADUACAO_&_TURISMO"	Portuguese	Spanish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Hospitality,Leisure,Sport&Tourism"	NA	NA	NA	NA	NA	ESCI
ROSSIISKII_ZHURNAL_MENEDZHMENTA-RUSSIAN_MANAGEMENT_JOURNAL	1729-7427	2618-6977	ST_PETERSBURG_UNIV_PRESS	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Management	NA	NA	NA	NA	NA	ESCI
RQR_ENFERMERIA_COMUNITARIA	2253-9832	2254-8270	SEAPA	Spanish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nursing	NA	NA	NA	NA	NA	ESCI
RSC_CHEMICAL_BIOLOGY	2633-0679	2633-0679	ROYAL_SOC_CHEMISTRY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Biochemistry&MolecularBiology	"Chemistry,Multidisciplinary"	NA	NA	NA	NA	ESCI
RTH-RESEARCH_TRENDS_IN_HUMANITIES_EDUCATION_&_PHILOSOPHY	2284-0184	2284-0184	"UNIV_STUDI_NAPOLI_FEDERICO_II,_DIPT_STUDI_UMANISTICI"	English	German	Italian	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Humanities,Multidisciplinary"	NA	NA	NA	NA	NA	ESCI
RUDARSKO-GEOLOSKO-NAFTNI_ZBORNIK	0353-4529	1849-0409	"UNIV_ZAGREB,_FAC_MINING,_GEOLOGY_&_PETROLEUM_ENGINEERING"	English	Croatian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Geosciences,Multidisciplinary"	Mining&MineralProcessing	NA	NA	NA	NA	ESCI
RUDN_JOURNAL_OF_RUSSIAN_HISTORY	2312-8674	2312-8690	PEOPLES_FRIENDSHIP_UNIV_RUSSIA	Russian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	History	NA	NA	NA	NA	NA	ESCI
RUDN_JOURNAL_OF_SOCIOLOGY-VESTNIK_ROSSIISKOGO_UNIVERSITETA_DRUZHBY_NARODOV_SERIYA_SOTSIOLOGIYA	2313-2272	2408-8897	PEOPLES_FRIENDSHIP_UNIV_RUSSIA	English	Russian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sociology	NA	NA	NA	NA	NA	ESCI
RUKOPYSNA_TA_KNYZHKOVA_SPADSHCHYNA_UKRAINY-MANUSCRIPT_AND_BOOK_HERITAGE_OF_UKRAINE	2222-4203	2222-4203	VERNADSKY_NATL_LIBRARY_UKRAINE	English	Russian	Ukrainian	NA	NA	NA	NA	NA	NA	NA	NA	NA	History	NA	NA	NA	NA	NA	ESCI
RUPKATHA_JOURNAL_ON_INTERDISCIPLINARY_STUDIES_IN_HUMANITIES	0975-2935	0975-2935	AESTHETICS_MEDIA_SERVICES-AESTHETIXMS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Humanities,Multidisciplinary"	NA	NA	NA	NA	NA	ESCI
RURAL_EXTENSION_AND_INNOVATION_SYSTEMS_JOURNAL	2204-8758	2204-8766	AUSTRALASIA_PACIFIC_EXTENSION_NETWORK-APEN	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agronomy	NA	NA	NA	NA	NA	ESCI
RURAL_SOCIETY	1037-1656	2204-0536	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sociology	NA	NA	NA	NA	NA	ESCI
RURAL_SPECIAL_EDUCATION_QUARTERLY	8756-8705	2168-8605	SAGE_PUBLICATIONS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Education,Special"	NA	NA	NA	NA	NA	ESCI
RURAL_THEOLOGY-INTERNATIONAL_ECUMENCIAL_AND_INTERDISCIPLINARY_PERSPECTIVES	1470-4994	2042-1273	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Religion	NA	NA	NA	NA	NA	ESCI
RUSI_JOURNAL	0307-1847	1744-0378	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PoliticalScience	NA	NA	NA	NA	NA	ESCI
RUSIN	1857-2685	2345-1149	ASSOC_RUS	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	History	NA	NA	NA	NA	NA	ESCI
RUSSIAN_JOURNAL_OF_BIOLOGICAL_INVASIONS	2075-1117	2075-1125	PLEIADES_PUBLISHING_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ecology	NA	NA	NA	NA	NA	ESCI
RUSSIAN_JOURNAL_OF_BUILDING_CONSTRUCTION_AND_ARCHITECTURE	2542-0526	2542-0526	VORONEZH_STATE_TECHNICAL_UNIV	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Construction&BuildingTechnology	NA	NA	NA	NA	NA	ESCI
RUSSIAN_JOURNAL_OF_CRIMINOLOGY	2500-4255	2500-1442	BAIKAL_STATE_UNIV	Russian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Criminology&Penology	NA	NA	NA	NA	NA	ESCI
RUSSIAN_JOURNAL_OF_EARTH_SCIENCES	1681-1208	1681-1208	GEOPHYSICAL_CENTER_RAS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Geosciences,Multidisciplinary"	NA	NA	NA	NA	NA	ESCI
RUSSIAN_JOURNAL_OF_LINGUISTICS	2687-0088	2686-8024	PEOPLES_FRIENDSHIP_UNIV_RUSSIA	English	Russian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Language&Linguistics	NA	NA	NA	NA	NA	ESCI
RUSSIAN_JOURNAL_OF_VIETNAMESE_STUDIES-VYETNAMSKIYE_ISSLEDOVANIYA	2618-9453	2618-9453	CENTER_VIETNAM_&_ASEAN_STUDIES	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AreaStudies	NA	NA	NA	NA	NA	ESCI
RUSSIAN_MATHEMATICS	1066-369X	1934-810X	PLEIADES_PUBLISHING_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathematics	NA	NA	NA	NA	NA	ESCI
RUSSIAN_METALLURGY	0036-0295	1555-6255	PLEIADES_PUBLISHING_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metallurgy&MetallurgicalEngineering	NA	NA	NA	NA	NA	ESCI
RUSSIAN_OPEN_MEDICAL_JOURNAL	2304-3415	2304-3415	"SCIENCE_&_INNOVATION,_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Medicine,General&Internal"	NA	NA	NA	NA	NA	ESCI
RUSSIAN_POLITICS	2451-8913	2451-8921	BRILL	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PoliticalScience	NA	NA	NA	NA	NA	ESCI
SABERES	1852-4184	1852-4222	"UNIV_NACL_ROSARIO,_FAC_CIENCIAS_ECONOMICAS_&_ESTADISTICA"	Spanish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Economics	NA	NA	NA	NA	NA	ESCI
SABRAO_JOURNAL_OF_BREEDING_AND_GENETICS	1029-7073	2224-8978	SOC_ADVANCEMENT_BREEDING_RESEARCHES_ASIA_&_OCEANIA	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PlantSciences	NA	NA	NA	NA	NA	ESCI
SAE_INTERNATIONAL_JOURNAL_OF_AEROSPACE	1946-3855	1946-3901	SAE_INT	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Engineering,Aerospace"	NA	NA	NA	NA	NA	ESCI
SAE_INTERNATIONAL_JOURNAL_OF_COMMERCIAL_VEHICLES	1946-391X	1946-3928	SAE_INT	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TransportationScience&Technology	NA	NA	NA	NA	NA	ESCI
SAE_INTERNATIONAL_JOURNAL_OF_ELECTRIFIED_VEHICLES	2691-3747	2691-3755	SAE_INT	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TransportationScience&Technology	NA	NA	NA	NA	NA	ESCI
SAE_INTERNATIONAL_JOURNAL_OF_ENGINES	1946-3936	1946-3944	SAE_INT	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TransportationScience&Technology	NA	NA	NA	NA	NA	ESCI
SAE_INTERNATIONAL_JOURNAL_OF_FUELS_AND_LUBRICANTS	1946-3952	1946-3960	SAE_INT	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TransportationScience&Technology	NA	NA	NA	NA	NA	ESCI
SAE_INTERNATIONAL_JOURNAL_OF_MATERIALS_AND_MANUFACTURING	1946-3979	1946-3987	SAE_INT	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TransportationScience&Technology	NA	NA	NA	NA	NA	ESCI
SAE_INTERNATIONAL_JOURNAL_OF_PASSENGER_VEHICLE_SYSTEMS	2770-3460	2770-3479	SAE_INT	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TransportationScience&Technology	NA	NA	NA	NA	NA	ESCI
SAE_INTERNATIONAL_JOURNAL_OF_TRANSPORTATION_SAFETY	2327-5626	2327-5634	SAE_INT	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TransportationScience&Technology	NA	NA	NA	NA	NA	ESCI
SAE_INTERNATIONAL_JOURNAL_OF_VEHICLE_DYNAMICS_STABILITY_AND_NVH	2380-2162	2380-2170	SAE_INT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TransportationScience&Technology	NA	NA	NA	NA	NA	ESCI
SAFER_COMMUNITIES	1757-8043	2042-8774	EMERALD_GROUP_PUBLISHING_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Criminology&Penology	NA	NA	NA	NA	NA	ESCI
SAFETY	NA	2313-576X	MDPI	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	NA	NA	NA	NA	NA	ESCI
SAFUNDI	1753-3171	1543-1304	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AreaStudies	NA	NA	NA	NA	NA	ESCI
SAGE_OPEN_MEDICAL_CASE_REPORTS	2050-313X	2050-313X	SAGE_PUBLICATIONS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Medicine,General&Internal"	NA	NA	NA	NA	NA	ESCI
SAGE_OPEN_MEDICINE	2050-3121	2050-3121	SAGE_PUBLICATIONS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Medicine,General&Internal"	NA	NA	NA	NA	NA	ESCI
SAGE_OPEN_NURSING	2377-9608	2377-9608	SAGE_PUBLICATIONS_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nursing	NA	NA	NA	NA	NA	ESCI
SAGGIATORE_MUSICALE	1123-8615	2035-6706	CASA_EDITRICE_LEO_S_OLSCHKI	Italian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Music	NA	NA	NA	NA	NA	ESCI
SAGVNTVM-PAPELES_DEL_LABORATORIO_DE_ARQUEOLOGIA_DE_VALENCIA	0210-3729	2174-517X	"UNIV_VALENCIA,_DEPT_PREHISTORIA_&_ARQUEOLOGIA"	Catalan	English	Spanish	NA	NA	NA	NA	NA	NA	NA	NA	NA	Archaeology	NA	NA	NA	NA	NA	ESCI
SAHAND_COMMUNICATIONS_IN_MATHEMATICAL_ANALYSIS	2423-3900	2423-3900	UNIV_MARAGHEH	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathematics	NA	NA	NA	NA	NA	ESCI
SAIEE_AFRICA_RESEARCH_JOURNAL	1991-1696	1991-1696	SOUTH_AFRICAN_INST_ELECTRICAL_ENGINEERS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Engineering,Electrical&Electronic"	NA	NA	NA	NA	NA	ESCI
SAINS_TANAH	1412-3606	2356-1424	UNIVERSITAS_SEBELAS_MARET_SURAKARTA	English	Indonesian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EnvironmentalSciences	Agronomy	SoilScience	NA	NA	NA	ESCI
SAJOG-SOUTH_AFRICAN_JOURNAL_OF_OBSTETRICS_AND_GYNAECOLOGY	0038-2329	2305-8862	SA_MEDICAL_ASSOC_HEALTH_&_MEDICAL_PUBL_GROUP	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obstetrics&Gynecology	NA	NA	NA	NA	NA	ESCI
SA_JOURNAL_OF_HUMAN_RESOURCE_MANAGEMENT	1683-7584	2071-078X	AOSIS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Management	NA	NA	NA	NA	NA	ESCI
SA_JOURNAL_OF_INDUSTRIAL_PSYCHOLOGY	0258-5200	2071-0763	AOSIS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psychology,Applied"	NA	NA	NA	NA	NA	ESCI
SA_JOURNAL_OF_RADIOLOGY	1027-202X	2078-6778	AOSIS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Radiology,NuclearMedicine&MedicalImaging"	NA	NA	NA	NA	NA	ESCI
SAKARYA_UNIVERSITESI_ILAHIYAT_FAKULTESI_DERGISI-JOURNAL_OF_SAKARYA_UNIVERSITY_FACULTY_OF_THEOLOGY	2146-9806	1304-6535	SAKARYA_UNIV	Turkish	Arabic	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	Religion	NA	NA	NA	NA	NA	ESCI
SALA_PRETA	2238-3867	2238-3867	"UNIV_SAO_PAULO,_ESCOLA_COMUNICACOES_&_ARTES"	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Theater	NA	NA	NA	NA	NA	ESCI
SALMAND-IRANIAN_JOURNAL_OF_AGEING	1735-806X	1735-806X	NEGAH_INST_SCIENTIFIC_COMMUNICATION	Persian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geriatrics&Gerontology	NA	NA	NA	NA	NA	ESCI
SALUD_ARTE_Y_CUIDADO	1856-9528	1856-9528	"UNIV_CENTROCCIDENTAL_LISANDRO_ALVARADO,_DECANATO_CIENCIAS_SALUD"	Spanish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nursing	NA	NA	NA	NA	NA	ESCI
SALUS_JOURNAL	2202-5677	2202-5677	CHARLES_STURT_UNIV	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Criminology&Penology	NA	NA	NA	NA	NA	ESCI
SAMUEL_BECKETT_TODAY/AUJOURD'HUI	0927-3131	1875-7405	BRILL	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LiteraryTheory&Criticism	Literature	Theater	NA	NA	NA	ESCI
SANAT_TARIHI_DERGISI-JOURNAL_OF_ART_HISTORY	1300-5707	2636-8064	E.U._PRINTING_AND_PUBLISHING_HOUSE	English	Turkish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Art	NA	NA	NA	NA	NA	ESCI
SANKHYA-SERIES_A-MATHEMATICAL_STATISTICS_AND_PROBABILITY	0976-836X	0976-8378	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Statistics&Probability	NA	NA	NA	NA	NA	ESCI
SANKHYA-SERIES_B-APPLIED_AND_INTERDISCIPLINARY_STATISTICS	0976-8386	0976-8394	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Statistics&Probability	NA	NA	NA	NA	NA	ESCI
